# Load factor (occupancy) of LDVs
#
# Source: Constructed by @r-aneeque
#
# Units: dimensionless
# (Implicitly passengers per vehicle.)
#
node,     year, value
R12_AFR,  2020, 2.10
R12_AFR,  2025, 2.08
R12_AFR,  2030, 2.22
R12_AFR,  2035, 2.56
R12_AFR,  2040, 2.65
R12_AFR,  2045, 2.74
R12_AFR,  2050, 2.77
R12_AFR,  2055, 2.74
R12_AFR,  2060, 2.71
R12_AFR,  2070, 2.65
R12_AFR,  2080, 2.59
R12_AFR,  2090, 2.52
R12_AFR,  2100, 2.46
R12_AFR,  2110, 2.40
R12_CHN,  2020, 1.75
R12_CHN,  2025, 1.74
R12_CHN,  2030, 1.93
R12_CHN,  2035, 2.32
R12_CHN,  2040, 2.46
R12_CHN,  2045, 2.57
R12_CHN,  2050, 2.62
R12_CHN,  2055, 2.59
R12_CHN,  2060, 2.57
R12_CHN,  2070, 2.53
R12_CHN,  2080, 2.49
R12_CHN,  2090, 2.44
R12_CHN,  2100, 2.40
R12_CHN,  2110, 2.36
R12_EEU,  2020, 1.64
R12_EEU,  2025, 1.64
R12_EEU,  2030, 1.74
R12_EEU,  2035, 1.94
R12_EEU,  2040, 2.05
R12_EEU,  2045, 2.13
R12_EEU,  2050, 2.20
R12_EEU,  2055, 2.19
R12_EEU,  2060, 2.18
R12_EEU,  2070, 2.16
R12_EEU,  2080, 2.14
R12_EEU,  2090, 2.11
R12_EEU,  2100, 2.09
R12_EEU,  2110, 2.07
R12_FSU,  2020, 1.81
R12_FSU,  2025, 1.79
R12_FSU,  2030, 1.91
R12_FSU,  2035, 2.21
R12_FSU,  2040, 2.30
R12_FSU,  2045, 2.39
R12_FSU,  2050, 2.44
R12_FSU,  2055, 2.41
R12_FSU,  2060, 2.39
R12_FSU,  2070, 2.34
R12_FSU,  2080, 2.29
R12_FSU,  2090, 2.24
R12_FSU,  2100, 2.19
R12_FSU,  2110, 2.15
R12_LAM,  2020, 1.80
R12_LAM,  2025, 1.79
R12_LAM,  2030, 1.94
R12_LAM,  2035, 2.27
R12_LAM,  2040, 2.39
R12_LAM,  2045, 2.48
R12_LAM,  2050, 2.56
R12_LAM,  2055, 2.54
R12_LAM,  2060, 2.53
R12_LAM,  2070, 2.51
R12_LAM,  2080, 2.48
R12_LAM,  2090, 2.46
R12_LAM,  2100, 2.43
R12_LAM,  2110, 2.41
R12_MEA,  2020, 1.81
R12_MEA,  2025, 1.80
R12_MEA,  2030, 1.95
R12_MEA,  2035, 2.26
R12_MEA,  2040, 2.36
R12_MEA,  2045, 2.45
R12_MEA,  2050, 2.53
R12_MEA,  2055, 2.51
R12_MEA,  2060, 2.50
R12_MEA,  2070, 2.48
R12_MEA,  2080, 2.45
R12_MEA,  2090, 2.43
R12_MEA,  2100, 2.40
R12_MEA,  2110, 2.38
R12_NAM,  2020, 1.53
R12_NAM,  2025, 1.53
R12_NAM,  2030, 1.66
R12_NAM,  2035, 1.92
R12_NAM,  2040, 2.06
R12_NAM,  2045, 2.18
R12_NAM,  2050, 2.28
R12_NAM,  2055, 2.28
R12_NAM,  2060, 2.28
R12_NAM,  2070, 2.27
R12_NAM,  2080, 2.26
R12_NAM,  2090, 2.26
R12_NAM,  2100, 2.26
R12_NAM,  2110, 2.25
R12_PAO,  2020, 1.65
R12_PAO,  2025, 1.64
R12_PAO,  2030, 1.78
R12_PAO,  2035, 2.08
R12_PAO,  2040, 2.21
R12_PAO,  2045, 2.33
R12_PAO,  2050, 2.42
R12_PAO,  2055, 2.40
R12_PAO,  2060, 2.39
R12_PAO,  2070, 2.37
R12_PAO,  2080, 2.34
R12_PAO,  2090, 2.32
R12_PAO,  2100, 2.29
R12_PAO,  2110, 2.26
R12_PAS,  2020, 1.80
R12_PAS,  2025, 1.78
R12_PAS,  2030, 1.96
R12_PAS,  2035, 2.36
R12_PAS,  2040, 2.46
R12_PAS,  2045, 2.56
R12_PAS,  2050, 2.62
R12_PAS,  2055, 2.59
R12_PAS,  2060, 2.57
R12_PAS,  2070, 2.52
R12_PAS,  2080, 2.46
R12_PAS,  2090, 2.41
R12_PAS,  2100, 2.36
R12_PAS,  2110, 2.31
R12_RCPA, 2020, 1.89
R12_RCPA, 2025, 1.88
R12_RCPA, 2030, 2.01
R12_RCPA, 2035, 2.33
R12_RCPA, 2040, 2.48
R12_RCPA, 2045, 2.61
R12_RCPA, 2050, 2.68
R12_RCPA, 2055, 2.66
R12_RCPA, 2060, 2.64
R12_RCPA, 2070, 2.60
R12_RCPA, 2080, 2.56
R12_RCPA, 2090, 2.52
R12_RCPA, 2100, 2.48
R12_RCPA, 2110, 2.44
R12_SAS,  2020, 2.00
R12_SAS,  2025, 1.98
R12_SAS,  2030, 2.16
R12_SAS,  2035, 2.55
R12_SAS,  2040, 2.69
R12_SAS,  2045, 2.80
R12_SAS,  2050, 2.87
R12_SAS,  2055, 2.84
R12_SAS,  2060, 2.82
R12_SAS,  2070, 2.77
R12_SAS,  2080, 2.72
R12_SAS,  2090, 2.67
R12_SAS,  2100, 2.62
R12_SAS,  2110, 2.57
R12_WEU,  2020, 1.65
R12_WEU,  2025, 1.64
R12_WEU,  2030, 1.76
R12_WEU,  2035, 2.02
R12_WEU,  2040, 2.13
R12_WEU,  2045, 2.24
R12_WEU,  2050, 2.30
R12_WEU,  2055, 2.30
R12_WEU,  2060, 2.30
R12_WEU,  2070, 2.30
R12_WEU,  2080, 2.30
R12_WEU,  2090, 2.30
R12_WEU,  2100, 2.30
R12_WEU,  2110, 2.30

