# Fixed activity of non-LDV technologies.
#
# Units: dimensionless
#
node,     technology,    year, value
R12_AFR,  f road electr, 2020, 0.001
R12_AFR,  FCg_bus,       2020, 0.036
R12_AFR,  f road gas fc, 2020, 0.000036
R12_AFR,  f road gas ic, 2020, 0.00036
R12_AFR,  ICG_bus,       2020, 0.0036
R12_CHN,  f road electr, 2020, 0.05
R12_CHN,  FCg_bus,       2020, 4.56
R12_CHN,  f road gas fc, 2020, 4.56
R12_CHN,  f road gas ic, 2020, 4.56
R12_CHN,  ICG_bus,       2020, 4.56
R12_EEU,  f road electr, 2020, 0.01
R12_EEU,  FCg_bus,       2020, 0.470
R12_EEU,  f road gas fc, 2020, 0.470
R12_EEU,  f road gas ic, 2020, 0.470
R12_EEU,  ICG_bus,       2020, 0.470
R12_FSU,  f road electr, 2020, 0.007
R12_FSU,  FCg_bus,       2020, 3.93
R12_FSU,  f road gas fc, 2020, 3.93
R12_FSU,  f road gas ic, 2020, 3.93
R12_FSU,  ICG_bus,       2020, 3.93
R12_LAM,  f road electr, 2020, 0.035
R12_LAM,  FCg_bus,       2020, 5.28
R12_LAM,  f road gas fc, 2020, 5.28
R12_LAM,  f road gas ic, 2020, 5.28
R12_LAM,  ICG_bus,       2020, 5.28
R12_MEA,  f road electr, 2020, 0.01
R12_MEA,  FCg_bus,       2020, 0.186
R12_MEA,  f road gas fc, 2020, 0.186
R12_MEA,  f road gas ic, 2020, 0.186
R12_MEA,  ICG_bus,       2020, 0.186
R12_NAM,  f road electr, 2020, 0.01
R12_NAM,  FCg_bus,       2020, 0.012
R12_NAM,  f road gas fc, 2020, 0.001
R12_NAM,  f road gas ic, 2020, 0.012
R12_NAM,  ICG_bus,       2020, 0.012
R12_PAO,  f road electr, 2020, 0.001
R12_PAO,  FCg_bus,       2020, 0.0019
R12_PAO,  f road gas fc, 2020, 0.0019
R12_PAO,  f road gas ic, 2020, 0.0019
R12_PAO,  ICG_bus,       2020, 0.0019
R12_PAS,  f road electr, 2020, 0.004
R12_PAS,  FCg_bus,       2020, 0.178
R12_PAS,  f road gas fc, 2020, 0.178
R12_PAS,  f road gas ic, 2020, 0.178
R12_PAS,  ICG_bus,       2020, 0.178
R12_RCPA, f road electr, 2020, 0.01
R12_RCPA, FCg_bus,       2020, 0.0088
R12_RCPA, f road gas fc, 2020, 0.0088
R12_RCPA, f road gas ic, 2020, 0.0088
R12_RCPA, ICG_bus,       2020, 0.0088
R12_SAS,  f road electr, 2020, 0.00001
R12_SAS,  FCg_bus,       2020, 4.41
R12_SAS,  f road gas fc, 2020, 4.41
R12_SAS,  f road gas ic, 2020, 4.41
R12_SAS,  ICG_bus,       2020, 4.41
R12_WEU,  f road electr, 2020, 0.01
R12_WEU,  FCg_bus,       2020, 0.159
R12_WEU,  f road gas fc, 2020, 0.159
R12_WEU,  f road gas ic, 2020, 0.159
R12_WEU,  ICG_bus,       2020, 0.159
# PNK: Added 2024-12-04 to address high methanol use in 2020
R12_AFR,  conm_ar,       2020, 0.01
R12_CHN,  conm_ar,       2020, 0.01
R12_EEU,  conm_ar,       2020, 0.01
R12_FSU,  conm_ar,       2020, 0.01
R12_LAM,  conm_ar,       2020, 0.01
R12_MEA,  conm_ar,       2020, 0.01
R12_NAM,  conm_ar,       2020, 0.01
R12_PAO,  conm_ar,       2020, 0.01
R12_PAS,  conm_ar,       2020, 0.01
R12_RCPA, conm_ar,       2020, 0.01
R12_SAS,  conm_ar,       2020, 0.01
R12_WEU,  conm_ar,       2020, 0.01
