node_loc,technology,year_vtg,value,unit
R12_AFR,gas_piped_exp_mea,broadcast,5,y
R12_AFR,gas_piped_exp_weu,broadcast,5,y
R12_CHN,gas_piped_exp_fsu,broadcast,5,y
R12_EEU,gas_piped_exp_fsu,broadcast,5,y
R12_EEU,gas_piped_exp_weu,broadcast,5,y
R12_FSU,gas_piped_exp_rcpa,broadcast,5,y
R12_FSU,gas_piped_exp_chn,broadcast,5,y
R12_FSU,gas_piped_exp_eeu,broadcast,5,y
R12_FSU,gas_piped_exp_mea,broadcast,5,y
R12_FSU,gas_piped_exp_pao,broadcast,5,y
R12_FSU,gas_piped_exp_pas,broadcast,5,y
R12_FSU,gas_piped_exp_sas,broadcast,5,y
R12_FSU,gas_piped_exp_weu,broadcast,5,y
R12_LAM,gas_piped_exp_nam,broadcast,5,y
R12_MEA,gas_piped_exp_afr,broadcast,5,y
R12_MEA,gas_piped_exp_eeu,broadcast,5,y
R12_MEA,gas_piped_exp_fsu,broadcast,5,y
R12_MEA,gas_piped_exp_sas,broadcast,5,y
R12_MEA,gas_piped_exp_weu,broadcast,5,y
R12_NAM,gas_piped_exp_lam,broadcast,5,y
R12_PAO,gas_piped_exp_fsu,broadcast,5,y
R12_PAS,gas_piped_exp_rcpa,broadcast,5,y
R12_PAS,gas_piped_exp_chn,broadcast,5,y
R12_PAS,gas_piped_exp_fsu,broadcast,5,y
R12_PAS,gas_piped_exp_pao,broadcast,5,y
R12_SAS,gas_piped_exp_fsu,broadcast,5,y
R12_SAS,gas_piped_exp_mea,broadcast,5,y
R12_SAS,gas_piped_exp_pas,broadcast,5,y
R12_WEU,gas_piped_exp_afr,broadcast,5,y
R12_WEU,gas_piped_exp_eeu,broadcast,5,y
R12_WEU,gas_piped_exp_fsu,broadcast,5,y
R12_WEU,gas_piped_exp_mea,broadcast,5,y
R12_MEA,gas_piped_imp,broadcast,5,y
R12_WEU,gas_piped_imp,broadcast,5,y
R12_FSU,gas_piped_imp,broadcast,5,y
R12_RCPA,gas_piped_imp,broadcast,5,y
R12_CHN,gas_piped_imp,broadcast,5,y
R12_EEU,gas_piped_imp,broadcast,5,y
R12_PAO,gas_piped_imp,broadcast,5,y
R12_PAS,gas_piped_imp,broadcast,5,y
R12_SAS,gas_piped_imp,broadcast,5,y
R12_NAM,gas_piped_imp,broadcast,5,y
R12_AFR,gas_piped_imp,broadcast,5,y
R12_LAM,gas_piped_imp,broadcast,5,y
