node_loc,technology,year_vtg,value,unit
R12_AFR,gas_pipe_mea,broadcast,100,USD/km
R12_AFR,gas_pipe_weu,broadcast,100,USD/km
R12_CHN,gas_pipe_fsu,broadcast,100,USD/km
R12_EEU,gas_pipe_fsu,broadcast,15,USD/km
R12_EEU,gas_pipe_weu,broadcast,41,USD/km
R12_FSU,gas_pipe_rcpa,broadcast,100,USD/km
R12_FSU,gas_pipe_chn,broadcast,57,USD/km
R12_FSU,gas_pipe_eeu,broadcast,15,USD/km
R12_FSU,gas_pipe_mea,broadcast,15,USD/km
R12_FSU,gas_pipe_pao,broadcast,100,USD/km
R12_FSU,gas_pipe_pas,broadcast,100,USD/km
R12_FSU,gas_pipe_sas,broadcast,100,USD/km
R12_FSU,gas_pipe_weu,broadcast,155,USD/km
R12_LAM,gas_pipe_nam,broadcast,100,USD/km
R12_MEA,gas_pipe_afr,broadcast,100,USD/km
R12_MEA,gas_pipe_eeu,broadcast,167,USD/km
R12_MEA,gas_pipe_fsu,broadcast,43,USD/km
R12_MEA,gas_pipe_sas,broadcast,874,USD/km
R12_MEA,gas_pipe_weu,broadcast,322,USD/km
R12_NAM,gas_pipe_lam,broadcast,42,USD/km
R12_PAO,gas_pipe_fsu,broadcast,100,USD/km
R12_PAS,gas_pipe_rcpa,broadcast,100,USD/km
R12_PAS,gas_pipe_chn,broadcast,36,USD/km
R12_PAS,gas_pipe_fsu,broadcast,100,USD/km
R12_PAS,gas_pipe_pao,broadcast,100,USD/km
R12_SAS,gas_pipe_fsu,broadcast,100,USD/km
R12_SAS,gas_pipe_mea,broadcast,100,USD/km
R12_SAS,gas_pipe_pas,broadcast,100,USD/km
R12_WEU,gas_pipe_afr,broadcast,100,USD/km
R12_WEU,gas_pipe_eeu,broadcast,49,USD/km
R12_WEU,gas_pipe_fsu,broadcast,180,USD/km
R12_WEU,gas_pipe_mea,broadcast,112,USD/km
