MODEL,SCENARIO,YEAR,IMPORTER,MESSAGETEC,LEVEL,UNITS,COMMODITY,PULL DATE
NP_SSP2_6.2,gas-LNG-coal,2030,R12_AFR,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2035,R12_AFR,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2040,R12_AFR,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2045,R12_AFR,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2050,R12_AFR,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2055,R12_AFR,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2060,R12_AFR,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2070,R12_AFR,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2080,R12_AFR,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2090,R12_AFR,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2100,R12_AFR,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2110,R12_AFR,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2030,R12_CHN,coal_shipped_imp,11.1,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2035,R12_CHN,coal_shipped_imp,11.2,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2040,R12_CHN,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2045,R12_CHN,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2050,R12_CHN,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2055,R12_CHN,coal_shipped_imp,7.4,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2060,R12_CHN,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2070,R12_CHN,coal_shipped_imp,0.0,GWa,Coal (GWa),2025-09-26
NP_SSP2_6.2,gas-LNG-coal,2080,R12_CHN,coal_shipped_imp,25.2,GWa,Coal (GWa),2025-09-26
